,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present,tags,,
3709,0789900400.xml,789900400,T191390,1783,The adventures of a hackney coach; the fifth edition. with Additions and Improvements.,0,Anon,"London : printed for G. Kearsly, No. 46, Fleet Street, MDCCLXXXIII. [1783].","English fiction, 18th century",1,163,Manifest_LitAndLang1,0.006097561,1780,1,"C, IT",,
3713,0790000100.xml,790000100,T193210,1724,"Rules for true spelling and writing English; with useful observations on the sounds of letters and diphthongs; and the use of capitals, stops and marks, used in printing and writing; with variety of other useful particulars. The second edition enlarged. By William Baker.",0,"Baker, William, grammarian","Bristol : printed, for the author, by Joseph Penn, bookseller, in Wine-Street, MDCCXXIV. [1724].","English language, Alphabet, Early works to 1800, English language, Orthography and spelling, Early works to 1800, English language, Written English, Early works to 1800",1,130,Manifest_LitAndLang1,0.007633588,1720,0,"TE, P, BQ, TY",,
6012,0790200400.xml,790200400,T176048,1779,A sentimental journey through France and Italy by Mr. Yorrick in two parts. with his Letters to Eliza and Eugenius.,0,"Sterne, Laurence","[Dublin] : Thomas Armitage Dublin, 1779.","France, In literature, Italy, Social life and customs, France, Social life and customs",1,210,Manifest_LitAndLang2,0.004739336,1770,1,"C, IT",,
3720,0790200800.xml,790200800,T203572,1744,"Beauty put to its shifts: or, the Young virgin's rambles. Being several years adventures of Miss *****, in England and Portugal. Interspersed with Variety of Remarks, serious and diverting, on the Manners, Custom and Religion of the Portuguese: Exposing the Tricks and Frauds of Popish Priests. Written by herself.",0,Anon,"London : printed for the author, and sold by M. Cooper, in Pater-Noster-Row, and by the booksellers of London and Westminster, 1744.","Adventure and adventurers, Early works to 1800, Portugal, Social life and customs, Early works to 1800",1,141,Manifest_LitAndLang1,0.007042254,1740,0,"TE, TY, O",,
6013,0790500200.xml,790500200,T194723,1775,"Small talk for the use of young ladies that wish to learn the colloquial part of the Italian language. By Joseph Baretti Secretary for Foreign Correspondence to the Royal Academy of Painting, Sculpture, and Architecture.",0,"Baretti, Giuseppe Marco Antonio","London : printed for G. Robinson, in Pater-Noster Row, MDCCLXXV. [1775].","Italian language, Conversation and phrase books, Translations into English, Early works to 1800, Italian language, Spoken Italian, Early works to 1800",1,450,Manifest_LitAndLang2,0.002217295,1770,0,"D, CW",,
3724,0793800401.xml,793800401,T088673,1799,"The female Quixote; or, the adventures of Arabella. By Mrs. Lennox. In two volumes. ... Cooke's edition. Embellished with superb engravings.",Volume 1,"Lennox, Charlotte","London : printed for C. Cooke; and sold bp [sic] all the booksellers in Great-Britain and Ireland, [1799].","English fiction, 18th century, Women, Fiction, Early works to 1800, England, Social life and customs, 18th century, Fiction",1,204,Manifest_LitAndLang1,0.004878049,1790,1,IN,,
3727,0793900201.xml,793900201,T154849,1788,"The niece; or, the history of Sukey Thornby. A novel. In three volumes. ... . By Mrs. P. Gibbes, Author of the History of Lady Louisa Stroud.",Volume 1,"Gibbes, Phoebe","London : printed for F. Noble, At his Circulating Library, No. 324, Holborn, 1788.","English fiction, 18th century",1,239,Manifest_LitAndLang1,0.004166667,1780,0,"SM, CW",,
3728,0793900202.xml,793900202,T154849,1788,"The niece; or, the history of Sukey Thornby. A novel. In three volumes. ... . By Mrs. P. Gibbes, Author of the History of Lady Louisa Stroud.",Volume 2,"Gibbes, Phoebe","London : printed for F. Noble, At his Circulating Library, No. 324, Holborn, 1788.","English fiction, 18th century",1,239,Manifest_LitAndLang1,0.004166667,1780,0,"SE, SM, D, PB, TY",,
6015,0796600106.xml,796600106,T093372,1782,The novelist's magazine. ...,Volume 6,Anon,"London : printed for Harrison and Co., 1780-88.","English fiction, 18th century",1,693,Manifest_LitAndLang2,0.001440922,1780,2,,,
6016,0797200122.xml,797200122,T093372,1787,The novelist's magazine. ...,Volume 22,Anon,"London : printed for Harrison and Co., 1780-88.","English fiction, 18th century",1,698,Manifest_LitAndLang2,0.001430615,1780,1,"IN, C",,
3762,0801300202.xml,801300202,T135927,1756,The gray's-Inn journal. By Mr. Murphy.,Volume 2,"Murphy, Arthur","Dublin : printed by William Sleater, Bookseller, at Pope's Head on Cork-Hill, [1756].","Spectator (London, England : 1711), Theater, Great Britain, Periodicals, Great Britain, Social life and customs, 18th century, Periodicals",1,310,Manifest_LitAndLang1,0.003215434,1750,1,"C, IT",,
3771,0803800802.xml,803800802,T163561,1754,The adventurer. ...,Volume 2,"Hawkesworth, John","Dublin : printed for G. and A. Ewing, at the Angel and Bible in Dame-Street, M.DCC.LIV. [1754].","English essays, 18th century, Newspapers",1,376,Manifest_LitAndLang1,0.00265252,1750,1,"C, IT",,
3774,0804000302.xml,804000302,T135689,1737,The history and adventures of Gil Blas of Santillane. In three volumes. ...,Volume 2,"Le Sage, Alain Ren<c3><a9>","London : printed for J. and R. Tonson, 1737.","Shelley, Mary Wollstonecraft,, 1797-1851, Books and reading",1,311,Manifest_LitAndLang1,0.003205128,1730,1,"C, T",,
3777,0804100400.xml,804100400,T116305,1761,"Ben Johnson's jests: or, the wit's pocket-companion. Being a new collection of the most ingenious jests, diverting Stories, pleasant Jokes, small Repartees, excellent Puns, wise Sayings, witty Quibbles, and ridiculous Bulls. To Which IS Added, A choice Collection of the newest Conundrums, best Riddles, entertaining Rebuses, satirical Epigrams, humorous Epitaphs, facetious Dialogues, merry Tales, jovial Songs, Fables, &c. &c. &c.",0,"Jonson, Ben","London : [s.n.], Printed in the Year MDCCLXI. [1761].","English wit and humor, Early works to 1800",1,174,Manifest_LitAndLang1,0.005714286,1760,0,"CW, SE",,
3780,0804100900.xml,804100900,T089079,1784,"The French convert: being a true relation of the happy conversion of a noble French lady, from the errors and superstitions of popery, to the reformed religion, by means of a Protestant gardener, her servant. ... To which is added. A relation of the fearful state of Francis Spira, ... Likewise Origen's lamentation, ...",0,"Auborn, A. d'","[Dublin?] : Printed for, and sold by the booksellers in Great-Britain, Ireland, and America, 1784.","Catholic Church, Controversial literature, Early works to 1800",1,108,Manifest_LitAndLang1,0.009174312,1780,0,"TY, PB",,
255,0806100202.xml,806100202,N006364,1752,"The female Quixote: or, the adventures of Arabella. In two volumes. ...",Volume 2,"Lennox, Charlotte","Dublin : printed for J. Smith, at the Philosophers-Heads on the Blind-Quay, MDCCLII. [1752].","English fiction, 18th century, Women, Fiction, Early works to 1800, England, Social life and customs, 18th century, Fiction",1,255,Manifest_HistAndGeo,0.00390625,1750,1,"C, IT",,
261,0809900103.xml,809900103,T154463,1783,"Histoire de Gil Blas de Santillane, par M. Le Sage. Premiere Partie.",Volume 3,"Le Sage, Alain Ren<c3><a9>","Londres [i.e. Paris : printed by Valade], M.DCC.LXXXIII. [1783].",French fiction,1,277,Manifest_HistAndGeo,0.003597122,1780,1,T,,
3795,0811701501.xml,811701501,T090268,1792,"The tales of an evening, followed by The honest Breton. Translated from the French of M. Marmontel.",Volume 1,"Marmontel, Jean-Fran<c3><a7>ois","London : printed for J. Bew, No. 28, Paternoster-Row, 1792.","French fiction, 18th century, Translations into English",1,242,Manifest_LitAndLang1,0.004115226,1790,1,"C, IT",,
3797,0811800800.xml,811800800,T137869,1749,A conversation on the plurality of worlds. Translated from the French of Monsieur De Fontenelle.,0,"Fontenelle, Bernard Le Bovier de","Glasgow : printed by R. Urie, MDCCXLIX. [1749].","Plurality of worlds, Early works to 1800",1,171,Manifest_LitAndLang1,0.005813953,1740,1,IT,,
265,0814100303.xml,814100303,T057315,1796,"The fool of quality; or, the history of Henry Earl of Moreland, by Mr. Brooke. ...",Volume 3,"Brooke, Henry","Dublin : printed for P. Wogan, No. 23, Old-Bridge, 1796.",English fiction,1,286,Manifest_HistAndGeo,0.003484321,1790,0,CW,,
3806,0814400203.xml,814400203,T137127,1786,Les confessions de J. J. Rousseau. ...,Volume 3,"Rousseau, Jean-Jacques","A Londres [i.e. Neuch<c3><a2>tel] : [s.n.], 1786.","Rousseau, Jean-Jacques,, 1712-1778, Early works to 1800, Authors, French, 18th century, Biography",1,230,Manifest_LitAndLang1,0.004329004,1780,1,"IT, C",,
6021,0814400205.xml,814400205,N047486,1790,"Seconde partie des confessions de J. J. Rousseau, citoyen de Geneve. Edition enrichie d'un nouveau recueil de ses lettres. ...",Volume 5,"Rousseau, Jean-Jacques","A Neuchatel : l'imprimerie de L. Fauche-Borel, imprimeur du Roi, M.DCC.XC. [1790].","French letters, Early works to 1800",1,357,Manifest_LitAndLang2,0.002793296,1790,1,IT,,
6022,0814500110.xml,814500110,N047486,1790,"Seconde partie des confessions de J. J. Rousseau, citoyen de Geneve. Edition enrichie d'un nouveau recueil de ses lettres. ...",Volume 10,"Rousseau, Jean-Jacques","A Neuchatel : l'imprimerie de L. Fauche-Borel, imprimeur du Roi, M.DCC.XC. [1790].","French letters, Early works to 1800",1,329,Manifest_LitAndLang2,0.003030303,1790,0,"CW, SM, TY",,
3807,0814700900.xml,814700900,T006314,1752,"A letter from Henry Woodward, comedian, the meanest of all characters; (see Inspector, No.524.) to Dr. John Hill, Inspector-General of Great-Britain, the greatest of all characters; (see all the Inspectors.)",0,"Woodward, Henry","[London] : Printed for M. Cooper, in Pater-Noster-Row, M.DCC.LII. [1752].","Hill, John,, 1714?-1775, Woodward, Henry,, 1714-1777",1,20,Manifest_LitAndLang1,0.047619048,1750,2,,,
3811,0814901500.xml,814901500,T051159,1720,"To Robert Ch-Ster, Esq; in imitation of the first ode of Horace.",0,Anon,"London : printed for J. Morphew near Stationers-Hall, [1720].","Horace, Parodies, imitations, etc.",1,9,Manifest_LitAndLang1,0.1,1720,1,"T, IT",,
3813,0817400401.xml,817400401,T055350,1769,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 1,"Smollett, Tobias George","London : printed for R. Baldwin, No. 47. and Robinson and Roberts, No. 25. in Pater-Noster-Row; and T. Becket and T. Cadell, in the Strand, MDCCLXIX. [1769].","Tobacco, Fiction",1,279,Manifest_LitAndLang1,0.003571429,1760,0,"SM, CW",,
3815,0817500103.xml,817500103,T055350,1769,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 3,"Smollett, Tobias George","London : printed for R. Baldwin, No. 47. and Robinson and Roberts, No. 25. in Pater-Noster-Row; and T. Becket and T. Cadell, in the Strand, MDCCLXIX. [1769].","Tobacco, Fiction",1,297,Manifest_LitAndLang1,0.003355705,1760,0,"SM, CW",,
3816,0817500104.xml,817500104,T055350,1769,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 4,"Smollett, Tobias George","London : printed for R. Baldwin, No. 47. and Robinson and Roberts, No. 25. in Pater-Noster-Row; and T. Becket and T. Cadell, in the Strand, MDCCLXIX. [1769].","Tobacco, Fiction",1,309,Manifest_LitAndLang1,0.003225806,1760,0,"SM, CW",,
3822,0817700302.xml,817700302,T137680,1793,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In two volumes. By Mrs. Parsons, ...",Volume 2,"Parsons, Mrs. (Eliza)","Dublin : printed by Messrs. P. Wogan and W. Jones, 1793.","English fiction, 18th century",1,297,Manifest_LitAndLang1,0.003355705,1790,0,CW,,
3823,0817700401.xml,817700401,T138868,1775,The history of Fanny Meadows. In a series of letters. By the author of The exemplary mother. ...,Volume 1,"Cooper, Maria Susanna","London : printed for T. Becket, 1775.","Epistolary fiction, English, Early works to 1800",1,208,Manifest_LitAndLang1,0.004784689,1770,1,IN,,
3824,0817700402.xml,817700402,T138868,1775,The history of Fanny Meadows. In a series of letters. By the author of The exemplary mother. ...,Volume 2,"Cooper, Maria Susanna","London : printed for T. Becket, 1775.","Epistolary fiction, English, Early works to 1800",1,178,Manifest_LitAndLang1,0.005586592,1770,0,"TY, PB, O",,
3829,0817801200.xml,817801200,T027033,1735,"A short memorial, and character, of that Most Noble and Illustrious Princess Mary Dutchess of Ormonde.",0,Anon,"[London? : printed for E. Curll?, 1735?].","Ormonde, Mary Somerset Butler,, Duchess of,, 1665-1733",1,30,Manifest_LitAndLang1,0.032258065,1730,1,C,,
3839,0821900300.xml,821900300,T160793,1797,"Cheap repository tracts, Published during the Year 1796. Forming Volume II.",0,Anon,"[London] : Sold by J. Marshall, (printer to the Cheap Repository for Religious and Moral Tracts) No. 17, Queen-Street, Cheapside, and No. 4, Aldermary Church-Yard, London. By S. Hazard, at Bath: J. Elder, at Edinburgh, and by all booksellers, newsmen, and hawkers in town and country, [1797].","Christian life, Early works to 1800, Tracts, Early works to 1800",1,481,Manifest_LitAndLang1,0.002074689,1790,0,,,
3852,0822700103.xml,822700103,T133822,1767,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; -Mores hominum multorum vidit- ...",Volume 3,"Fielding, Henry","Edinburgh : printed by Martin & Wotherspoon, MDCCLXVII. [1767].",English fiction,1,331,Manifest_LitAndLang1,0.003012048,1760,0,TE,,
3858,0823000107.xml,823000107,T091588,1741,"[The eight and Last volumes of letters writ by a Turkish spy, who liv'd five and forty years undiscover'd at Paris: Giving an Impartial Account to the Divan at Constantinople of the most remarkable Transactions of Europe: And discovering several Intrigues and Secrets of the Christian Courts; (especially of that of France) continued from the Year 1673, to the Year 1682. Written originally in Arabick, translated into Italian, from thence into English. by the Translators of the First Volume. The eleventh edition.",Volume 7,"Marana, Giovanni Paolo","London : printed for G. Strahan, S. Ballard, J. Brotherton, W. Meadows, T. Cox, W. Hinchliffe, J. Stag, J. Clarke, in Duck-Lane, S. Birt, D. Browne, T. Astley, S. Austen, J. Shuckburgh, L. Gilliver, J. Hodges, E. Wicksteed, J. Oswald, J. Comyns, C. Bathurst, T. Fisher. J. Carter, and A. Wilde., MDCCXLI. [1741].","Spies, Europe, Early works to 1800, Europe, History, 1648-1789, Europe, History, 1517-1648",1,265,Manifest_LitAndLang1,0.003759398,1740,0,"P, BQ, PB, TY, CW",,
3861,0826500400.xml,826500400,W042777,1767,"An affecting relation of the appearance of Thomas Ostrehan's apparition, to his friend Robert Straker: ... being an extract of a letter from a gentleman in Barbados to his friend in Philadelphia, dated November - 1766.",0,Anon,"Philadelphia : printed in Market Street, 1767.","English fiction, 18th century",1,7,Manifest_LitAndLang1,0.125,1760,1,"MT, IN",,
8561,0828900101.xml,828900101,T058982,1770,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Volume 1,"Richardson, Samuel","London : printed for J. and F. Rivington, R. Baldwin, S. Crowder, T. Longman, W. and J. Richardson, W. Griffin, W. Davenhill, W. Domville, T. Cadell, G. Pearch, T. Davies, and T. Becket, MDCCLXX. [1770].",English fiction,1,331,Manifest_SSAndFineArt,0.003012048,1770,1,MT,,
8563,0828900103.xml,828900103,T058982,1770,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Volume 3,"Richardson, Samuel","London : printed for J. and F. Rivington, R. Baldwin, S. Crowder, T. Longman, W. and J. Richardson, W. Griffin, W. Davenhill, W. Domville, T. Cadell, G. Pearch, T. Davies, and T. Becket, MDCCLXX. [1770].",English fiction,1,378,Manifest_SSAndFineArt,0.002638522,1770,0,"PB, SM, CW, TY",,
3863,0829100800.xml,829100800,T091047,1781,"The sisters; or, the history of Lucy and Caroline Sanson, entrusted to a false friend. In two volumes. By the Rev. Dr. Dodd.",0,"Dodd, William","London : printed by Harrison and Co. No. 18, Paternoster-Row, MDCCLXXXI. [1781].","English fiction, 18th century",1,170,Manifest_LitAndLang1,0.005847953,1780,1,IT,,
3864,0829200101.xml,829200101,T128582,1795,"Beautiful extracts, of prosaic writers. Carefully selected for the young and rising generation. Containing Pieges, Moral and Entertaining, Classical and Historical, Orations, Characters, Narratives, Dialogues, &c. &c. ... . Embellished with superb engravings.",Volume 1,Anon,"London : printed by and for J. Roach, Woburn Street New-Drury Theatre-Royal, 1795 [1796].","English literature, 18th century, Literary collections",1,249,Manifest_LitAndLang1,0.004,1790,1,IT,,
3871,0829400101.xml,829400101,T072184,1789,Emma Corbett. In two volumes. By Mr. Pratt. ...,Volume 1,"Pratt, Mr. (Samuel Jackson)","London : printed for T. Becket, Pall-Mall, Bookseller to his Royal Highness the Prince of Wales and their Royal Highnesses the Princes, 1789.","United States, History, Revolution, 1775-1783, Fiction",1,268,Manifest_LitAndLang1,0.003717472,1780,1,IN,,
3874,0829500602.xml,829500602,T107273,1783,"Julia de Roubign<c3><a9>, a tale. In a series of letters. Published by the author of The man of feeling, and the Man of the World. ...",Volume 2,"Mackenzie, Henry","Dublin : printed for S. Price, Chamberlaine, Whitestone, W. Watson, Potts, Williams, Colles, Hoey, Spotswood, Burnet, Moncrieffe, Walker, Jenkin, Beatty, Hillary, Talbot, White, Exshaw, and Higly. M,DCC,LXXXIII. [1783].","Fathers and daughters, Fiction, Early works to 1800, Married women, Fiction, Early works to 1800, France, Fiction, Early works to 1800",1,134,Manifest_LitAndLang1,0.007407407,1780,0,"PO, CW, TY, SM",,
3881,0831600402.xml,831600402,T057811,1765,"Nutrebian tales, Or the strange and surprising adventures of a captive Queen, Wonderful Deliverance of her Children; Curious Metamorphosis of a Monkey, Butterfly, &c. Anecdotes of a Convent, History of the Prince de Barnaville and the Count. The whole Interspersed with many entertaining amours and Secret Histories. In two Volumes. ...",Volume 2,Anon,"London : printed for R. Dodsley, Pall-Mall, M,DCC,LXV. [1765].","English fiction, 18th century",1,256,Manifest_LitAndLang1,0.003891051,1760,1,"T, C",,
3886,0831700104.xml,831700104,T107614,1799,"A simple story, in four volumes, by Mrs. Inchbald. ...",Volume 4,"Inchbald, Mrs","London : printed for G. G. and J. Robinson, Paternoster Row, 1799.",Arts,1,160,Manifest_LitAndLang1,0.00621118,1790,0,"TY, PB, CW, O",,
3888,0831900200.xml,831900200,T119652,1755,A journey to the world under-ground. By Nicholas Klimius. Translated from the original.,0,"Holberg, Ludvig, Baron","London : printed for R. Baldwin, at the Rose in Pater-Noster-Row; and B. Collins, Bookseller, in Salisbury, M.DCC.LV. [1755].","Voyages, Imaginary, Utopias",1,329,Manifest_LitAndLang1,0.003030303,1750,0,"P, BQ, TY, CW",,
3893,0831901001.xml,831901001,T073515,1768,The invisible spy. By Exploralibus. In two volumes. ...,Volume 1,"Haywood, Eliza Fowler","Dublin : printed by Henry Saunders, in Castle-Street, MDCCLXVIII. [1768].","Child rearing, England, Early works to 1800",1,346,Manifest_LitAndLang1,0.002881844,1760,0,"CW, SD",,
3900,0832200103.xml,832200103,T057310,1795,Cecilia: or memoirs of an heiress. By Miss Burney. Author of Evelina. In three volumes. ...,Volume 3,"Burney, Fanny","Dublin : printed for P. Wogan, P. Byrne, W. Jones, and J. Boyce, M,DCC,XCV. [1795].","English fiction, 18th century",1,367,Manifest_LitAndLang1,0.002717391,1790,0,,,
3905,0832300201.xml,832300201,T014740,1760,"The life and opinions of Tristram Shandy, gentleman. ...",Volume 1,"Sterne, Laurence","London : printed for D. Lynch, MDCCLX. [1760]-67 [1771?].","Fiction, Authorship, Fiction",1,138,Manifest_LitAndLang1,0.007194245,1760,1,"T, C",,
3906,0832300202.xml,832300202,T014740,1760,"The life and opinions of Tristram Shandy, gentleman. ...",Volume 2,"Sterne, Laurence","London : printed for D. Lynch, MDCCLX. [1760]-67 [1771?].","Fiction, Authorship, Fiction",1,135,Manifest_LitAndLang1,0.007352941,1760,1,"MT, C, IT",,
3907,0832300203.xml,832300203,T014740,1760,"The life and opinions of Tristram Shandy, gentleman. ...",Volume 3,"Sterne, Laurence","London : printed for D. Lynch, MDCCLX. [1760]-67 [1771?].","Fiction, Authorship, Fiction",1,155,Manifest_LitAndLang1,0.006410256,1760,1,IT,,
3915,0832500200.xml,832500200,T118535,1800,"The female pilgrim; or, the travels of Hephzibah. Under the similitude of a dream. In which is given An historical Account of the Pilgrim's Descent, and a Description of her native Country, with the State of the Inhabitants thereof; the Reason why, and Manner how, she left the Place of her Nativity, in Search of a better Country; the kind Entertainment she met with on the Read; the Dangers she went through, with her safe Arrival at the Country she travelled in Search of. Interspersed with Variety of Reflections, Dialogues, ... Songs, &c. The Whole ... for Instruction and Entertainment, and suited to all Capacities. Illustrated with copper-plates. By John Mitchel.",0,"Mitchell, John, allegorist","[Berwick] : London: printed [by H. Richardson, Berwick,] for William Baynes No. ... Pater-Noster-Row, [1800?].","Chapbooks, English",1,432,Manifest_LitAndLang1,0.002309469,1800,1,"IT, MT",,
3920,0834900600.xml,834900600,T053983,1742,"A proper reply to a late very extraordinary letter from the Hon. T----s H----y, Esq; to Sir Thomas Hanmer, Bart. In a letter to the Honourable Author. By a lady.",0,"Queensberry, Catherine Douglas","London : printed for W. Webb, near St. Paul's, M,DCC,XLII. [1742].","Hervey, Thomas,, 1699-1775",1,54,Manifest_LitAndLang1,0.018181818,1740,1,"C, IT",,
3925,0835100300.xml,835100300,T084088,1796,"Paul and Virginia Translated from the French of Brenardin [sic] Saint-Pierre; by Helen Maria Williams, ...",0,"Saint Pierre, Bernardin de","Dublin : printed by Graisberry & Campbell, for P. Wogan, P. Byrne, J. Archer, J. Moore, and W. Jones, 1796.","French fiction, Conduct of life, Juvenile fiction",1,190,Manifest_LitAndLang1,0.005235602,1790,0,CW,,
3928,0835200702.xml,835200702,T130394,1797,"The Irish heiress, a novel, in three volumes. ...",Volume 2,"Patrick, F. C.","London : printed for William Lane, at the Minerva-Press, 1797.","English fiction, 18th century",1,214,Manifest_LitAndLang1,0.004651163,1790,0,"CW, LS",,
3934,0835401600.xml,835401600,T130651,1797,Paul et Virginie. Par Jacques-Bernardin-Henri de Saint-Pierre.,0,"Saint Pierre, Bernardin de","Londres : de l'imprimerie de Baylis. Se trouve chez Vernor & Hood, No. 31, Poultry; & Boosey, Broad-Street, pr<c3><a8>s de la Bourse-Royale, 1797.","French fiction, 18th century",1,180,Manifest_LitAndLang1,0.005524862,1790,1,"C, IT",,
3940,0836100204.xml,836100204,T146588,1784,"Old ballads, historical and narrative, with some of modern date; now first collected, and reprinted from rare copies and Mss. With notes. By Thomas Evans. ...",Volume 4,"Evans, Thomas","[London] : Printed for T. Evans, in the Strand, MDCCLXXXIV. [1784].","Ballads, English",1,342,Manifest_LitAndLang1,0.002915452,1780,1,C,,
3942,0836400102.xml,836400102,T065784,1773,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. ...",Volume 2,"Chapone, Mrs. (Hester)","London : printed by H. Hughs, for J. Walter, Homer's Head, Charing-Cross, MDCCLXXIII. [1773].","Women, Education, Conduct of life, Early works to 1900",1,234,Manifest_LitAndLang1,0.004255319,1770,1,IT,,
273,0841500303.xml,841500303,T074439,1767,"The conflict: or, the history of Miss Sophia Fanbrook. In three volumes. ...",Volume 3,Anon,"London : printed for Francis Noble, at his Circulating Library, near Middle-Row, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].","English fiction, 18th century",1,233,Manifest_HistAndGeo,0.004273504,1760,0,"SM, TE, CW, TY",,
3948,0842400101.xml,842400101,T064740,1772,"The involuntary inconstant; or, the history of Miss Francfort. A novel. In two volumes. ... . By the editor of The fatal compliance.",Volume 1,Anon,"London : printed for T. Jones, at his Circulating Library in the Strand, opposite Hungerford-Street. and B. Jones, at his Circulating Library, in Oxford-Street, the Corner of Berwick-Street, MDCCLXXII. [1772].","Epistolary fiction, English, Early works to 1800",1,214,Manifest_LitAndLang1,0.004651163,1770,0,"SM, CW",,
3949,0842400102.xml,842400102,T064740,1772,"The involuntary inconstant; or, the history of Miss Francfort. A novel. In two volumes. ... . By the editor of The fatal compliance.",Volume 2,Anon,"London : printed for T. Jones, at his Circulating Library in the Strand, opposite Hungerford-Street. and B. Jones, at his Circulating Library, in Oxford-Street, the Corner of Berwick-Street, MDCCLXXII. [1772].","Epistolary fiction, English, Early works to 1800",1,225,Manifest_LitAndLang1,0.004424779,1770,0,"P, TY, BQ, CW",,
3952,0842600102.xml,842600102,T089166,1761,"The works of the late Right Honorable Joseph Addison, Esq; ... . With a Complete Index.",Volume 2,"Addison, Joseph","Birmingham : printed by John Baskerville, for J. and R. Tonson, At Shakespear's Head in the Strand, London, MDCCLXI. [1761].","Addison, Joseph,, 1672-1719, Early works to 1800, English literature, 18th century",1,564,Manifest_LitAndLang1,0.001769912,1760,1,C,,
3954,0842700104.xml,842700104,T089166,1761,"The works of the late Right Honorable Joseph Addison, Esq; ... . With a Complete Index.",Volume 4,"Addison, Joseph","Birmingham : printed by John Baskerville, for J. and R. Tonson, At Shakespear's Head in the Strand, London, MDCCLXI. [1761].","Addison, Joseph,, 1672-1719, Early works to 1800, English literature, 18th century",1,558,Manifest_LitAndLang1,0.001788909,1760,0,"PB, TY, PO, CW, O",,
3957,0843100101.xml,843100101,T091504,1780,"Letters from a mother to her children, on various important subjects. By M. P. ...",Volume 1,"Kilner, Dorothy","London : printed and sold by John Marshall and Co. Aldermary Church Yard, Bow Lane., [1780?].","Conduct of life, Early works to 1800",1,174,Manifest_LitAndLang1,0.005714286,1780,1,"C, IT",,
3963,0844200400.xml,844200400,T087477,1763,"To tou Dionysiou Longinou peri hypsous hypomnema. Ex editione tertia Zachariae Pearce, ... expressum.",0,Longinus,"Glasguae : in aedibus academicis excudebant Robertus et Andreas Foulis, 1763.","Rhetoric, Ancient",1,244,Manifest_LitAndLang1,0.004081633,1760,0,"SM, TY, PB",,
3966,0844200800.xml,844200800,T116316,1782,"The beauties of Johnson. Consisting of maxims and observations, moral, critical, and miscellaneous: accurately extracted from the works of Dr. Samuel Johnson, And arranged in Alphabetical Order, after the manner of the Duke de la Roche-Foucault's Maxims.",0,"Johnson, Samuel","London : printed for G. Kearsly, No. 46, Fleet-Street, MDCCLXXXII. [1782].","Dinsdale, F., Maxims",1,221,Manifest_LitAndLang1,0.004504505,1780,1,"C, IT",,
3972,0849500403.xml,849500403,T126576,1789,"The hermit of the rock. A novel. A new edition, being the fourth. In three volumes. Vol. I.",Volume 3,Anon,"London : printed for Francis Noble, at his Circulating Library, No. 324, in Holborn, [1789].","Epistolary fiction, English, Early works to 1800",1,237,Manifest_LitAndLang1,0.004201681,1780,0,"PO, CW",,
3974,0849600302.xml,849600302,T122374,1793,Ellen and Julia. A novel in two volumes. By Mrs. Parsons. ...,Volume 2,"Parsons, Mrs. (Eliza)","London : printed for William Lane, at the Minerva-Press; and sold by E. Harlow, 1793.","English fiction, 18th century",1,301,Manifest_LitAndLang1,0.003311258,1790,0,"SE, CW",,
3978,0850000200.xml,850000200,T195015,1750,"The surprizing and damnable life, and deserv'd death of Doctor John Faustus. To which is now added, the whole life of Fryar Bacon, the Famous Magician of England, and the Merry Waggeries of his Man Miles. Truly translated from the original copies.",0,Anon,"London : printed by L. Nisbet; and are to be sold by the booksellers of London and Westminster, [1750?].","English fiction, 18th century",1,152,Manifest_LitAndLang1,0.006535948,1750,0,"SM, CW",,
3983,0850000700.xml,850000700,T081005,1799,"Charit<c3><a9> and Polydorus, a romance. Translated from the French of the Abb<c3><a9> barth<c3><a9>lemy, Author of The Travels of Anacharsis. With an abridgement of the life of the author, by the late Duke of Nivernois.",0,"Barth<c3><a9>lemy, J.-J. (Jean-Jacques)","London : printed for Charles Dilly, 1799.","Barthe<c3><be>lemy, J.-J, (Jean-Jacques),, 1716-1795, Biogrpahy, Early works to 1800, Fiction, Translations into English, 18th century, Early works to 1800",1,251,Manifest_LitAndLang1,0.003968254,1790,0,"PB, CW",,
3987,0850401001.xml,850401001,T127651,1791,The history of Eliza Warwick. In two volumes. ...,Volume 1,Anon,"London : printed for J. Bew, and J. Walker, 1791.","English fiction, 18th century",1,269,Manifest_LitAndLang1,0.003703704,1790,0,"SM, CW",,
