Unnamed: 0,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present
3002,0664500103.xml,664500103,N013499,1794,The rambler. In three volumes. ...,Volume 3,"Johnson, Samuel","London : printed for T. Longman, B. Law and Son, H. Baldwin, C. Dilly, G. G. and J. Robinson, T. Cadell, J. Nichols, F. and C. Rivington, W. Goldsmith, H. Murray, W. Otridge, W. Lowndes, S. Hayes, R. Faulder, G. and T. Wilkie, P. Macqueen, B. Collins, Hookham and Carpenter, Darton and Harvey, Vernor and Hood, Cadell jun. and Davies, and R. Jameson, MDCCXCIV. [1794].","1796, Great Britain, Intellectual life, Great Britain, Social life and customs",1,440,Manifest_LitAndLang1,0.002267574,1790,0
3005,0664700701.xml,664700701,T105955,1797,Disobedience. A novel. In four volumes. By the author of Plain sense. ...,Volume 1,"Jacson, Frances","London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, MDCCXCVII. [1797].","English fiction, 18th century",1,268,Manifest_LitAndLang1,0.003717472,1790,0
3007,0664700703.xml,664700703,T105955,1797,Disobedience. A novel. In four volumes. By the author of Plain sense. ...,Volume 3,"Jacson, Frances","London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, MDCCXCVII. [1797].","English fiction, 18th century",1,248,Manifest_LitAndLang1,0.004016064,1790,0
3013,0666502601.xml,666502601,T144082,1783,"Adelaide and Theodore; or letters on education: containing all the principles relative to three different plans of education; to that of Princes, and to those of young Persons of both Sexes. Translated from the French of Madame la Comtesse de Genlis.",Volume 1,"Genlis, St<c3><a9>phanie F<c3><a9>licit<c3><a9>, comtesse de","London : printed for C. Bathurst, in Fleet-Street; and T. Cadell, in the Strand, MDCCLXXXIII. [1783].","Education, Education of princes",1,309,Manifest_LitAndLang1,0.003225806,1780,0
3018,0666601901.xml,666601901,T139823,1771,The Idler. In two volumes. ...,Volume 1,Anon,"London : printed for J. Newbery, 1771.","Slackers, Early works to 1800",1,302,Manifest_LitAndLang1,0.00330033,1770,0
3023,0670300200.xml,670300200,T096245,1748,"Letters on several subjects. By the late Sir Thomas Fitzosborne, Bart. Published from the copies found among his papers.",0,"Melmoth, William","London : printed for R. Dodsley in Pall-Mall, MDCCXLVIII. [1748].","English letters, Early works to 1800",1,203,Manifest_LitAndLang1,0.004901961,1740,0
3025,0670401000.xml,670401000,T083919,1772,"An introduction to the most useful European languages, consisting of select passages, from the most celebrated English, French, Italian, and Spanish authors. With translations as close as possible; So disposed, in Columns, as to give in one View the Manner of expressing the same Sentence in each Language. Intended for the Use of Foreigners, Merchants, and Gentlemen who make the Knowledge of those Languages their Study. By Joseph Baretti, Secretary for Foreign Correspondence to the Royal Academy of Painting, Sculpture, and Architecture.",0,Anon,"London : printed for T. Davies, in Russel Street, Covent Garden; and T. Cadell, in the Strand, 1772.","French language, Readers, 1500-1800, Italian language, Readers, 1500-1800, Spanish language, Readers, 1500-1800, Languages, Modern, Grammar, Comparative",1,479,Manifest_LitAndLang1,0.002083333,1770,0
3038,0675200202.xml,675200202,T130366,1772,"The beauties of English prose: being a select collection of moral, critical, and entertaining passages, disposed in the manner of essays; ... In four volumes. ...",Volume 2,Anon,"London : printed for Hawes Clarke and Collins, S. Crowder, B. Law, and G. Robinson, 1772.","English essays, Early works to 1800",1,264,Manifest_LitAndLang1,0.003773585,1770,0
3048,0681500501.xml,681500501,T138872,1767,The history of Alicia Montague. By the author of Clarinda Cathcart. ...,Volume 1,"Marshall, Jane","London : printed for the author: and sold by Robinson and Roberts: Richardson and Urquhart: and T. Cadell, (successor to Mr. Millar), 1767.","Epistolary fiction, English, Early works to 1800",1,280,Manifest_LitAndLang1,0.003558719,1760,0
3049,0681500502.xml,681500502,T138872,1767,The history of Alicia Montague. By the author of Clarinda Cathcart. ...,Volume 2,"Marshall, Jane","London : printed for the author: and sold by Robinson and Roberts: Richardson and Urquhart: and T. Cadell, (successor to Mr. Millar), 1767.","Epistolary fiction, English, Early works to 1800",1,220,Manifest_LitAndLang1,0.004524887,1760,0
195,0684200201.xml,684200201,N018282,1793,"Gonzalva of Cordova; or, Grenada reconquered. Now first translated from the French of M. Florian. In three volumes. ...",Volume 1,Florian,"London : printed for J. Johnson, 1793.","Granada (Kingdom), History, Fiction, Early works to 1800",1,237,Manifest_HistAndGeo,0.004201681,1790,0
197,0684200203.xml,684200203,N018282,1793,"Gonzalva of Cordova; or, Grenada reconquered. Now first translated from the French of M. Florian. In three volumes. ...",Volume 3,Florian,"London : printed for J. Johnson, 1793.","Granada (Kingdom), History, Fiction, Early works to 1800",1,250,Manifest_HistAndGeo,0.003984064,1790,0
3078,0685600102.xml,685600102,N004350,1776,"The adventures of Telemachus, the son of Ulysses. Translated from the French of Messire Fran<c3><a7>ois Salignac de la Mothe-Fenelon, Archbishop of Cambray. By T. Smollett, M. D. ...",Volume 2,"F<c3><a9>nelon, Fran<c3><a7>ois de Salignac de La Mothe-","London : printed for S. Crowder, T. Longman, G. Robinson, R. Baldwin, and E. Johnston, MDCCLXXVI. [1776].",French fiction,1,367,Manifest_LitAndLang1,0.002717391,1770,0
3084,0687300601.xml,687300601,T144530,1798,"Clermont. A tale. In four volumes. By Regina Maria Roche, ...",Volume 1,"Roche, Regina Maria","London : printed at the Minerva-Press, for William Lane, 1798.","English fiction, 18th century",1,249,Manifest_LitAndLang1,0.004,1790,0
3092,0687500200.xml,687500200,T147551,1791,"A vocabulary, English and Persian; with introductory grammatical remarks. Compiled for the use of the Hon. East India Company. By Francis Gladwin.",0,"Gladwin, Francis","Calcutta : printed by A. Upjohn, M,DCC,XCI. [1791].","Persian language, Textbooks for foreign speakers, English, Early works to 1800, Persian language, Foreign elements, Arabic, Early works to 1800, Persian language, Vocabulary, Early works to 1800",1,442,Manifest_LitAndLang1,0.002257336,1790,0
3103,0688100101.xml,688100101,T029274,1777,"Julia de Roubign<c3><a9>, a tale. In a series of letters. Published by the author of The man of feeling, and The man of the world. In two volumes. ...",Volume 1,"Mackenzie, Henry","London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVII. [1777].","Fathers and daughters, Fiction, Early works to 1800, Married women, Fiction, Early works to 1800, France, Fiction, Early works to 1800",1,207,Manifest_LitAndLang1,0.004807692,1770,0
3125,0692100300.xml,692100300,T138462,1750,Hoi tou demosthenous logoi Philippikoi Dodeka. Adjecta est in fine versio latina Wolfii.,0,Demosthenes,"Glasguae : in aedibus academicis excudebant Robertus et Andreas Foulis, Academiae Typographi, M.DCC.L. [1750].","Demosthenes, Fiction, Early works to 1800, Athens (Greece), Politics and government, Fiction, Early works to 1800",1,376,Manifest_LitAndLang1,0.00265252,1750,0
6000,0695300500.xml,695300500,T106393,1775,Genuine memoirs of the Mess. Perreau.,0,Theodosia,"London : printed for G. Kearseley [sic], 1775.","Perreau, Daniel,, d. 1776",1,221,Manifest_LitAndLang2,0.004504505,1770,0
3137,0695800203.xml,695800203,T119086,1784,"Laura and Augustus, an authentic story; in a series of letters, by a young lady. In three volumes.",Volume 3,Young lady,"London : printed for W. Cass, 1784.","Epistolary fiction, English, Early works to 1800",1,158,Manifest_LitAndLang1,0.006289308,1780,0
3159,0699400401.xml,699400401,T064749,1767,"The history of Miss Clarinda Cathcart, and Miss Fanny Renton. In two volumes. ...",Volume 1,"Marshall, Jane","London : printed for Francis Noble, at his Circulating Library, opposite Gray's-Inn Gate, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].","Epistolary fiction, English, Early works to 1800",1,258,Manifest_LitAndLang1,0.003861004,1760,0
3162,0699500201.xml,699500201,T142582,1770,"The works of the Marchioness de Lambert. A new edition, from the French. In two volumes. ...",Volume 1,"Lambert, Anne Th<c3><a9>r<c3><a8>se de Marguenat de Courcelles, marquise de","Dublin : printed by J. Potts, 1770.","Children, Books and reading, Early works to 1800, Conduct of life, Early works to 1800",1,245,Manifest_LitAndLang1,0.004065041,1770,0
3167,0699500900.xml,699500900,T118905,1767,Poems on several occasions. Written by Dr. Thomas Parnell. Late Arch-Deacon of Clogher: and publish'd by Mr. Pope.,0,"Parnell, Thomas","Dublin : printed for Henry Saunders, in Castle-Street, MDCCLXVII. [1767].",Battle of the frogs and mice,1,207,Manifest_LitAndLang1,0.004807692,1760,0
3174,0699700102.xml,699700102,T107659,1784,"The exemplary mother: or, letters between Mrs. Villars and her family. New edition. In two volumes. ...",Volume 2,"Cooper, Maria Susanna","London : printed for T. Becket, in Pall-Mall, Bookseller to His Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes, M,DCC,LXXXIV. [1784].","Epistolary fiction, English, Early works to 1800",1,246,Manifest_LitAndLang1,0.004048583,1780,0
3177,0702900501.xml,702900501,T066915,1799,Plain sense. A novel. In three volumes. ...,Volume 1,"Jacson, Frances","London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.","English fiction, 18th century",1,257,Manifest_LitAndLang1,0.003875969,1790,0
3179,0702900503.xml,702900503,T066915,1799,Plain sense. A novel. In three volumes. ...,Volume 3,"Jacson, Frances","London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.","English fiction, 18th century",1,258,Manifest_LitAndLang1,0.003861004,1790,0
3199,0709800603.xml,709800603,N009284,1791,"The errors of education. In three volumes. By Mrs. Parsons, ...",Volume 3,"Parsons, Mrs. (Eliza)","London : printed for William Lane, at the Minerva Press, 1791.","English fiction, 18th century",1,281,Manifest_LitAndLang1,0.003546099,1790,0
3201,0710100301.xml,710100301,T119105,1789,"Agnes de-Courci: a domestic tale. In two volumes. ... By Mrs. Bennett, ...",Volume 1,"Bennett, Mrs. (Agnes Maria)","Dublin : printed for Messrs. Burnet, Wogan, Byrne, Colbert, Moore, Jones, and Dornin, 1789.","English fiction, Early works to 1800",1,298,Manifest_LitAndLang1,0.003344482,1780,0
3238,0713800104.xml,713800104,T073527,1794,"Memoirs of Mary, a novel. By Mrs. Gunning. In five volumes. ...",Volume 4,"Gunning, Mrs. (Susannah)","London : printed for J. Bell, No. 148, Oxford-Street, MDCCXCIV. [1794].","Epistolary fiction, English, 18th century",1,262,Manifest_LitAndLang1,0.003802281,1790,0
3252,0716200602.xml,716200602,T198363,1766,The vicar of Wakefield: a tale. Supposed to be written by himself. ...,Volume 2,"Goldsmith, Oliver","Salisbury : printed by B. Collins, for F. Newbery, in Pater-Noster-Row, London, MDCCLXVI. [1766].","Family, Fiction, Conduct of life, Fiction, Vicars, Parochial, England, Fiction, England, Social life and customs, 18th century, Fiction",1,213,Manifest_LitAndLang1,0.004672897,1760,0
3265,0716601100.xml,716601100,T190584,1775,The hermitage of Du Monte; a British story.,0,"Hutchinson, William","London : printed for Messrs. Hawes, Clarke, and Collins in Paternoster-Row, 1775.","English fiction, 18th century",1,260,Manifest_LitAndLang1,0.003831418,1770,0
3280,0720500602.xml,720500602,T131303,1795,"Cicely; or, the rose of Raby. An historic novel, in four volumes. ...",Volume 2,"Musgrave, Agnes","London : printed for William Lane, at the Minerva Press, 1795.","Historical fiction, Early works to 1800",1,236,Manifest_LitAndLang1,0.004219409,1790,0
3302,0723700700.xml,723700700,T184950,1701,The famous history of Guy of Warwick. Written by Samuel Rowland.,0,"Rowlands, Samuel","London : printed for G. Conyers, at the Golden-Ring in Little-Britain, [1701?].","Guy of Warwick (Legendary character), Early works to 1800",1,30,Manifest_LitAndLang1,0.032258065,1700,0
3310,0723901302.xml,723901302,T186175,1780,"Evelina; or, a young lady's entrance into the world. In two volumes. ...",Volume 2,"Burney, Fanny","Dublin : printed for Messieurs Price, Corcoran, Fitzsimons, Whitestone, Chamberlaine [and 10 others in Dublin], 1780.","Epistolary fiction, English, Early works to 1800",1,290,Manifest_LitAndLang1,0.003436426,1780,0
3311,0723901400.xml,723901400,T175848,1779,"The rule of life, in select sentences: collected from the greatest authors, ancient and modern.",0,Anon,"London : printed for J. Hinton, at the King's Arms, in Pater-Noster Row, MDCCLXXIX. [1779].","Conduct of life, Early works to 1900",1,309,Manifest_LitAndLang1,0.003225806,1770,0
218,0726100302.xml,726100302,N002773,1768,"The distressed lovers: or, the history of Edward and Eliza. In a series of letters. In two volumes. ...",Volume 2,Anon,"Dublin : printed for S. Watson, and W. Colles, Book-Sellers in Dame-Street, MDCCLXVIII. [1768].","Epistolary fiction, English, Early works to 1800",1,133,Manifest_HistAndGeo,0.007462687,1760,0
225,0726700201.xml,726700201,T082661,1755,"The history of Will Ramble, a libertine. Compiled from genuine materials, and the several incidents taken from real life. In two volumes. ...",Volume 1,Anon,"London : printed for the author: and sold by G. Woodfall, at the King's-Arms, Charing-Cross, M.DCC.LV. [1755] [1754].","Historical fiction, English, Early works to 1800",1,352,Manifest_HistAndGeo,0.002832861,1750,0
3355,0727900102.xml,727900102,T113895,1779,"Evelina, or, the history of a young lady's entrance into the world. Vol. I.",Volume 2,"Burney, Fanny","London : printed for T. Lowndes, No 77, in Fleet-Street, M.DCC.LXXIX. [1779].","English fiction, 18th century",1,262,Manifest_LitAndLang1,0.003802281,1770,0
3356,0727900103.xml,727900103,T113895,1779,"Evelina, or, the history of a young lady's entrance into the world. Vol. I.",Volume 3,"Burney, Fanny","London : printed for T. Lowndes, No 77, in Fleet-Street, M.DCC.LXXIX. [1779].","English fiction, 18th century",1,264,Manifest_LitAndLang1,0.003773585,1770,0
3362,0729900400.xml,729900400,T118084,1772,"Tea-Table dialogues; between Miss Thoughtful Between Miss Thoughtful Miss Sterling Miss Prattle Mast. Thoughtful Master Goodwill Master Foplin. Wherein is delineated the charms of innocence and virtue, and the pleasures of rural amusements. Embellished with cuts.",0,"Johnson, R. (Richard)","London : printed for T. Carnan, at No. 65, St. Paul's Church-Yard, MDCCLXXII. [1772].","Virtue, Early works to 1800",1,108,Manifest_LitAndLang1,0.009174312,1770,0
3382,0733800200.xml,733800200,T072265,1719,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; Having been cast on Shore by Shipwreck, wherein all the Men perished but himself. With an Account how he was at last as strangely deliver'd by Pyrates. Written by himself.",0,"Defoe, Daniel","London : printed for W. Taylor at the Ship in Pater-Noster-Row, MDCCXIX. [1719].","Survival after airplane accidents, shipwrecks, etc., Fiction",1,374,Manifest_LitAndLang1,0.002666667,1710,0
3396,0737100104.xml,737100104,T144077,1776,"The fool of quality; or, the history of Henry Earl of Moreland. By Mr. Brooke. ...",Volume 4,"Brooke, Henry","London : printed for Edward Johnston, 1776.",English fiction,1,361,Manifest_LitAndLang1,0.002762431,1770,0
3408,0737601200.xml,737601200,T114615,1754,"Roman stories: or, the history of the seven wise mistresses of Rome: containing seven days entertainment, ...",0,"Howard, Thomas","[London] : Printed for J. Hodges, at the Looking-glass, over-against St. Magnus Church, on London-Bridge: and W. Johnston, 1754.","Historical fiction, English, Early works to 1800",1,117,Manifest_LitAndLang1,0.008474576,1750,0
3429,0740500200.xml,740500200,T078029,1799,"The hive of modern literature: a collection of essays, narratives, allegories, and instructive compositions; Calculated to instil into the youthful Mind the Principles of Morality, Friendship, Honour, Truth, Justice, and the other Virtuous Dispositions. Which Fortify it Against the Allurements of Vice and Youthful Propensities, Too Apt to Grow into Incurable Habits.",0,Anon,"Newcastle : printed for S. Hodgson, and G.G. and J. Robinson, Paternoster-Row, London, 1799.","English literature, 18th century, Conduct of life, Juvenile literature",1,300,Manifest_LitAndLang1,0.003322259,1790,0
3435,0741300701.xml,741300701,T089028,1796,"Harrison's British classicks. Vol. I. Containing Dr. Johnson's Rambler, and Lord Lyttleton's [sic] Persian letters.",Volume 1,Anon,"London : printed for Harrison and Co., [1796].","English literature, 18th century",1,565,Manifest_LitAndLang1,0.001766784,1790,0
3440,0741500100.xml,741500100,T068892,1793,"The blind child, or anecdotes of the Wyndham family. Written for the use of young people, by a lady.",0,"Pinchard, Elizabeth Sibthorpe","London : printed for E. Newbery, the Corner of St. Paul's Church-Yard, 1793.","Blindness, Juvenile literature, Conduct of life, Juvenile literature",1,178,Manifest_LitAndLang1,0.005586592,1790,0
3441,0741500701.xml,741500701,T107706,1774,"'twas right to marry him; or, the history of Miss Petworth. In two volumes. ...",Volume 1,Anon,"London : printed for F. and J. Noble, at their respective circulating libraries near Middle-Row, Holborn, and St. Martin's Court, near Leicester-Square., MDCCLXXIV. [1774].","Epistolary fiction, English, Early works to 1800",1,233,Manifest_LitAndLang1,0.004273504,1770,0
3442,0741500702.xml,741500702,T107706,1774,"'twas right to marry him; or, the history of Miss Petworth. In two volumes. ...",Volume 2,Anon,"London : printed for F. and J. Noble, at their respective circulating libraries near Middle-Row, Holborn, and St. Martin's Court, near Leicester-Square., MDCCLXXIV. [1774].","Epistolary fiction, English, Early works to 1800",1,242,Manifest_LitAndLang1,0.004115226,1770,0
3448,0744400400.xml,744400400,T072334,1800,"The wonderful life and most surprizing adventures of Robinson Crusoe, of York, mariner: containing a full and particular account of the loss of his ship in a storm, when all his Companions were drowned, and he only escaped by being cast on Shore by the Wreck. Also, of the extraordinary Manner in which he lived Eight and Twenty Years in an uninhabited Island on the Coast of America. With A true Relation how he was at last miraculously delivered by Pirates. Faithfully abridged from the three volumes, and adorned with an entire new set of cuts, illustrative of the most remarkable Stories, from Drawings done on Purpose for this Work.",0,"Defoe, Daniel","London : printed and sold by J. Hollis, No. 21, Shoemaker-Row, Black-Friars, [1800?].",Adventure stories,1,91,Manifest_LitAndLang1,0.010869565,1800,0
3460,0744801800.xml,744801800,T129762,1778,The old English baron: a Gothic story. By Clara Reeve.,0,"Reeve, Clara","London : printed for Edward and Charles Dilly In The Poultry, MDCCLXXVIII. [1778].",English fiction,1,239,Manifest_LitAndLang1,0.004166667,1770,0
233,0746800402.xml,746800402,T072185,1789,"The exiles; or memoirs of the Count de Cronstadt. By Clara Reeve, Author of the Old English Baron, Two Mentors, &c. &c. In two volumes. ...",Volume 2,"Reeve, Clara","Dublin : printed for P. Byrne, P. Wogan, C. Lewis, J. Moore, and J. Halpen, MDCCLXXXIX. [1789].","English fiction, 18th century",1,312,Manifest_HistAndGeo,0.003194888,1780,0
3470,0747100304.xml,747100304,T127684,1772,The history of Miss Indiana Danby. In two volumes. ...,Volume 4,Lady,"Dublin : printed for J. Hoey, sen. P. Wilson, J. Exshaw, H. Saunders, E. Lynch [and 4 others in Dublin], 1772.","[Danby, Indiana,, Miss.,], Biography, Early works to 1800",1,132,Manifest_LitAndLang1,0.007518797,1770,0
3483,0747400301.xml,747400301,T110147,1800,"The mistake: or, something beyond a joke. In three volumes. By P. Littlejohn, Author of Henry and the Cipher. ...",Volume 1,"Littlejohn, P.","London : printed for the author, by J. Bonsor, Salisbury Square. And sold by T. Hurst, Paternoster-Row, Kerbys, Bond Street, and Dutton, Birchin Lane, 1800.","English fiction, 18th century",1,245,Manifest_LitAndLang1,0.004065041,1800,0
3485,0747400303.xml,747400303,T110147,1800,"The mistake: or, something beyond a joke. In three volumes. By P. Littlejohn, Author of Henry and the Cipher. ...",Volume 3,"Littlejohn, P.","London : printed for the author, by J. Bonsor, Salisbury Square. And sold by T. Hurst, Paternoster-Row, Kerbys, Bond Street, and Dutton, Birchin Lane, 1800.","English fiction, 18th century",1,272,Manifest_LitAndLang1,0.003663004,1800,0
3487,0747500400.xml,747500400,T116310,1750,"The history of Tom Jones the foundling, in his married state.",0,Anon,"London : printed for J. Robinson, at the Golden Lion in Ludgate-Street, MDCCL. [1750][i.e.1749].","Early printed books, 18th century, Specimens",1,334,Manifest_LitAndLang1,0.002985075,1750,0
3510,0751400102.xml,751400102,T091112,1772,Tutte l'opere di Niccol<c3><b2> Machiavelli segretario e cittadino Fiorentino: ...,Volume 2,"Machiavelli, Niccol<c3><b2>","Londra : stampate per Tommaso Davies, in Londra, 1772.","Livy, Castracani, Castruccio,, 1281-1328, War, Political ethics, Political science, Florence (Italy), History",1,458,Manifest_LitAndLang1,0.002178649,1770,0
3527,0757701502.xml,757701502,T125611,1752,"Memoirs illustrating the manners of the present age. Wherein are contained the remarkable incidents in the life of a young nobleman. By Monsieur Du Clos, ... Translated from the French by a gentleman. In two volumes. ...",Volume 2,"Duclos, Charles Pinot-","London : printed for J. Whiston and B. White; R. Dodsley; J. and J. Rivington, and G. Woodfall, [1752?].","Ethics, History, France, Moral conditions",1,229,Manifest_LitAndLang1,0.004347826,1750,0
3552,0758600203.xml,758600203,T122150,1705,"The famous history of the seven champions of Christendom. S. George of England, S. Denis of France, S. James of Spain, S. Anthony of Italy, S. Andrew of Scotland, S. Patrick of Ireland, and S. David of Wales. Shewing their honourable battles by sea and land: their tilts, justs, tournaments, for ladies: their combats with gyants, monsters and dragons: Their Adventures in Foreign Nations: Their Enchantments in the Holy Land: Their Knighthoods, Prowess, and Chivalry, in Europe, Africa, and Asia; with their Victories against the Enemies of Christ. Also the true Manner and Places of their Deaths, being Seven Tragedies: And how they came to be called, The Seven Saints of Christendom. The First Part.",Volume 3,"Johnson, Richard","London : printed for Ric. Chiswell; M. Wotton, G. Conyers, and B. Walford, 1705.","Christian saints, Early works to 1800",1,140,Manifest_LitAndLang1,0.007092199,1700,0
3558,0761500701.xml,761500701,T128226,1791,A simple story. In four volumes. By Mrs. Inchbald. ...,Volume 1,"Inchbald, Mrs","London : printed for G.G.J. and J. Robinson, 1791.",Arts,1,233,Manifest_LitAndLang1,0.004273504,1790,0
3570,0762100302.xml,762100302,T072330,1797,"The life and most surprising adventures of Robinson Crusoe of York mariner; who lived eight and twenty years in an 2 [sic] uninhabited 1 [sic] island on the coast of America, near the mouth of the great river Oroonoque. ...",Volume 2,"Defoe, Daniel","Dampierre : Par G.E.J. M.A.L., 1797.","Castaways, Fiction",1,364,Manifest_LitAndLang1,0.002739726,1790,0
3579,0765100701.xml,765100701,T145910,1781,A tale of a tub. Written for the universal improvement of mankind. To which is added an Account of a battle between antient and modern books in St. James's Library. By Dr. Swift. In two volumes. ...,Volume 1,"Swift, Jonathan","London : printed for Joseph Wenman, 1781.","Satire, 18th century",1,90,Manifest_LitAndLang1,0.010989011,1780,0
3582,0765500200.xml,765500200,T106162,1728,"The history of the Norfolk steward continued, in two parts. Part I. Containing an account of Mr. Lyn's private character, and the Methods by which he grew Rich. Part II. Containing some farther account of Mr. Lyn's management, and also of his Stating and Ballancing Accounts.",0,Anon,"London : printed for A. Moore near St. Paul's, 1728.","Walpole, Robert,, Earl of Orford,, 1676-1745",1,28,Manifest_LitAndLang1,0.034482759,1720,0
3589,0765600802.xml,765600802,T117967,1774,"The history of Arsaces, Prince of Betlis. By the editor of Chrysal. In two volumes. ...",Volume 2,"Johnstone, Charles","London : printed for T. Becket, 1774.","Mihrdad, I,, King of the Parthians, Early works to 1800, English fiction, 18th century",1,282,Manifest_LitAndLang1,0.003533569,1770,0
3600,0771800400.xml,771800400,T066299,1705,"The consolidator: or, memoirs of sundry transactions from the world in the moon. Translated from the lunar language, by the author of The true-born English man.",0,"Defoe, Daniel","London : printed, and are to be sold by Benj. Bragg, at the Blue Ball in Ave-Mary-Lane, 1705.","Interplanetary voyages, Fiction",1,365,Manifest_LitAndLang1,0.00273224,1700,0
3611,0772500100.xml,772500100,T125291,1776,"Poems on several occasions. Written by Dr. Thomas Parnell, Late Arch-Deacon of Clogher: and publish'd by Mr. Pope.",0,"Parnell, Thomas","Dublin : printed by Henry Saunders, in Great Ship-Street, MDCCLXXVI. [1776].",Battle of the frogs and mice,1,204,Manifest_LitAndLang1,0.004878049,1770,0
3632,0779000200.xml,779000200,T000473,1749,"The governess; Or, The Little female academy. Calculated for the entertainment and instruction of young ladies in their education. By the author of David Simple.",0,"Fielding, Sarah","London : printed for A. Millar, over against Catherine Street in the Strand, M.DCC.XLIX. [1749].","Governesses, Juvenile literature, Conduct of life, Juvenile literature, Women, Education, Juvenile literature",1,154,Manifest_LitAndLang1,0.006451613,1740,0
3636,0779300202.xml,779300202,T134298,1787,The history of Ophelia. Published by the author of David Simple.,Volume 2,"Fielding, Sarah","London : printed for T. Vernor, In Birchin-Lane, Cornhill, 1787.","Country life, Fiction, Early works to 1800, Kidnapping victims, Fiction, Early works to 1800, England, Fiction, Early works to 1800",1,288,Manifest_LitAndLang1,0.003460208,1780,0
3638,0779700701.xml,779700701,T134369,1794,Evelina or the history of a young lady's entrance into the world.,Volume 1,"Burney, Fanny","London : printed for W. Lowndes No. 76. Fleet Street, MDCCXCIV. [1794].","Epistolary fiction, English, Early works to 1800",1,246,Manifest_LitAndLang1,0.004048583,1790,0
3639,0779700702.xml,779700702,T134369,1794,Evelina or the history of a young lady's entrance into the world.,Volume 2,"Burney, Fanny","London : printed for W. Lowndes No. 76. Fleet Street, MDCCXCIV. [1794].","Epistolary fiction, English, Early works to 1800",1,261,Manifest_LitAndLang1,0.003816794,1790,0
3644,0782900400.xml,782900400,T132086,1778,The man of feeling.,0,"Mackenzie, Henry","London : printed for W. Strahan; and T. Cadell, In The Strand, MDCCLXXVIII. [1778].","English fiction, Scottish authors",1,285,Manifest_LitAndLang1,0.003496503,1770,0
3660,0783900300.xml,783900300,T134906,1796,"Les aventures de T<c3><a9>l<c3><a9>maque, fils D'Ulysse; par Messire Fran<c3><a7>ois de Salignac de la Motte F<c3><a9>nelon.",0,"F<c3><a9>nelon, Fran<c3><a7>ois de Salignac de La Mothe-","A Londres : chez Vernor & Hood, Ogilvy & Speare, & T. Boosey, 1796.",French fiction,1,418,Manifest_LitAndLang1,0.002386635,1790,0
3661,0783900400.xml,783900400,T134911,1793,"The adventures of Telemachus, the son of Ulysses. Translated from the French of Messire Fran<c3><a7>ois Salignac de la Mothe-Fenelon, Archbishop of Gambray. By John Hawkesworth, L. L. D.",0,"F<c3><a9>nelon, Fran<c3><a7>ois de Salignac de La Mothe-","Dublin : printed by William Jones, At His Book And Stationary Ware-House, NO. 75, Thomas-Street, 1793.",French fiction,1,410,Manifest_LitAndLang1,0.00243309,1790,0
8560,0788800300.xml,788800300,T191367,1790,"Belmont castle: or, suffering sensibility. Containing the genuine and interesting correspondence of several persons of fashion.",0,"Tone, Theobald Wolfe","Dublin : printed for P. Byrne, No. 108, Grafton-Street, 1790.","Epistolary fiction, English, Early works to 1800",1,239,Manifest_SSAndFineArt,0.004166667,1790,0
3691,0789500500.xml,789500500,T191112,1753,"Hell-Gates open to all men: or, an invitation to persons of every age, sex and quality, to a residence in the infernal regions. By Lucifer. Illustrated with various diverting stories and Anecdotes; and embellish'd with eight copper-plate cuts, representing as many Scenes in the Practice of Vice and Iniquity. The said cuts exhibit the following scenes, viz. I. The Gates of Hell open by Sin and Death. II. Lucifer instructing Parents to bring up their Children in Vice and Folly. III. A Scene of Debauchery at a Tavern among the Youths of an University. IV. Youth at an University practising all Manner of Vice; Lucifer pointing to and laughing at them. V. Envy, Malice, Treachery, Revenge, busy at their respective Employments, which Lucifer illustrates and encourages. VI. Lucifer whispering in a King's Ear, as advising him to encourage all Manner of Debaucheries, &c. who rejects his Advice with Disdain. Vii. The Ministers putting a Padlock on a K-g's Sword, and keeping at a Distance Men of Integrity who would give him wholesome Advice. Lucifer laughing and pointing at them. Viii. Divers dignified Priests in their Pomp and Luxury; a Cardinal in his Coach and Six, Lucifer his Postilion, with several Imps for his Lacqueys and Domesticks. The Whole design'd to lash the Vices of the Age, to encourage Virtue, and to preserve Youth from falling into the Snares of the Devil.",0,Lucifer,"London : printed for T. Fox, on Ludgate-Hill, [1753].","English fiction, 18th century",1,201,Manifest_LitAndLang1,0.004950495,1750,0
